id,name,slug,created_at,updated_at,logo_url,logo_source,logo_status,logo_updated_at,aliases,audit_class,audit_confidence,audit_reason,audit_source
manufacturer-honor-15mekq,Honor,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/honor
manufacturer-hp-1s8,HP,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/hp
manufacturer-htc-1k8n,Htc,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/htc
manufacturer-huawei-z3qvp5,Huawei,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/huawei
manufacturer-hyperx-z1ahjo,Hyperx,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/hyperx
manufacturer-hyundai-kkfvb2,Hyundai,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/hyundai
manufacturer-imou-1cxm2,Imou,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/imou
manufacturer-insta360-a8ymc2,Insta360,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/insta360
manufacturer-intel-165ody,Intel,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/intel
manufacturer-jbl-1kic,JBL,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/jbl
manufacturer-jcb-1lbd,Jcb,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/jcb
manufacturer-jeep-1defa,Jeep,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/jeep
manufacturer-kia-1m77,Kia,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/kia
manufacturer-kodak-179klm,Kodak,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/kodak
manufacturer-lg-1vf,LG,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/lg
manufacturer-maserati-5jht62,Maserati,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/maserati
manufacturer-mazda-184ocj,Mazda,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/mazda
manufacturer-meta-1fbqd,Meta,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/meta
manufacturer-mg-1x6,Mg,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/mg
manufacturer-mikrotik-motvau,MikroTik,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/mikrotik
manufacturer-miro-1fent,Miro,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/miro
manufacturer-motorola-1fqj4h,Motorola,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/motorola
manufacturer-msi-1n4z,MSI,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/msi
manufacturer-nec-1obw,Nec,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/nec
manufacturer-nissan-wfr9qw,Nissan,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/nissan
manufacturer-nokia-18x3r6,Nokia,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/nokia
manufacturer-norton-wch43i,Norton,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/norton
manufacturer-nutanix-5g4lbr,Nutanix,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/nutanix
manufacturer-nvidia-wqz5xh,NVIDIA,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/nvidia
manufacturer-nzxt-1geeg,Nzxt,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/nzxt
manufacturer-oneplus-5oyyu8,Oneplus,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/oneplus
manufacturer-panasonic-6umr6w,Panasonic,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/panasonic
manufacturer-peugeot-gclgsj,Peugeot,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/peugeot
manufacturer-planet-vgc8js,Planet,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/planet
manufacturer-playstation-u640v4,Playstation,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/playstation
manufacturer-poly-1hfxo,Poly,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/poly
manufacturer-qnap-1hde4,QNAP,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/qnap
manufacturer-razer-1avnco,Razer,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/razer
manufacturer-samsung-cnol5y,Samsung,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/samsung
manufacturer-seagate-aybp8m,Seagate,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/seagate
manufacturer-sharp-1bjemi,Sharp,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/sharp
manufacturer-sketchup-yq41nr,Sketchup,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/sketchup
manufacturer-skoda-1bllmc,Skoda,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/skoda
manufacturer-sony-1jcxz,Sony,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/sony
manufacturer-supermicro-4rev61,Supermicro,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/supermicro
manufacturer-suse-1jhhw,Suse,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/suse
manufacturer-synology-vb5d6k,Synology,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/synology
manufacturer-teamviewer-ompgpb,Teamviewer,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/teamviewer
manufacturer-tesla-1c1ng7,Tesla,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/tesla
manufacturer-tomtom-tiako0,Tomtom,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/tomtom
manufacturer-toshiba-8qfw3c,Toshiba,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/toshiba
manufacturer-toyota-ti30f6,Toyota,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/toyota
manufacturer-veeam-1d4y02,Veeam,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/veeam
manufacturer-volvo-1dbhkc,Volvo,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/volvo
manufacturer-wondershare-wytwpw,Wondershare,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/wondershare
manufacturer-xiaomi-rpmm91,Xiaomi,,,,,,,,,VERIFIED_BRAND,90,Exact popular-brand icon source matched the clean name,https://cdn.simpleicons.org/xiaomi
manufacturer-a4tech-vmmyax,A4tech,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-acar-17lyr,Acar,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-acc-1en5,Acc,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-acdsee-wc7ctt,Acdsee,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-acrobat-8ads52,Acrobat,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-acronis-8ae189,Acronis,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-adata-11kk17,Adata,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-adobe-11ktzj,Adobe,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aeroband-267kty,Aeroband,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aerocool-268i8a,Aerocool,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-agfa-17p1d,Agfa,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-agfaphoto-dhbg41,Agfaphoto,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-airpods-b4of7c,Airpods,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ajax-17r5s,Ajax,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-allprint-v2fydo,Allprint,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-alta-17t2w,Alta,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-amazfit-crom0c,Amazfit,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-amazon-whnj8k,Amazon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aoc-1e51,AOC,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aopen-11rvnv,Aopen,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-apc-1eyc,Apc,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aqara-11sutc,Aqara,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-arcade-wkf9dc,Arcade,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-arctic-wkfnks,Arctic,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-arktek-wkkrds,Arktek,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-armor-11tqn3,Armor,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aruba-11tw8z,Aruba,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-arubauserexperienceinsightg-series-11ax-ethernet-cellsensor-b2cv0z,Arubauserexperienceinsightg-series.11ax+ethernet+cellsensor,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-arzopa-wku8qf,Arzopa,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-ashampoo-adim7m,Ashampoo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-asistent-9mggel,Asistent,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aten-17ynw,Aten,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-atrament-91bns0,Atrament,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-atx-1f2d,Atx,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-audio-bo-h7iqgm,Audio_bo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-avacom-wml7it,Avacom,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-aveli-11w4kt,Aveli,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-avermedia-cynzhe,Avermedia,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-avg-1f3m,Avg,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-axagon-wnovoc,Axagon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-babyliss-z4sjfx,Babyliss,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-barco-122rvj,Barco,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-baseus-wseoun,Baseus,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-bazar-cyberpower-9i5udd,Bazar_cyberpower,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-bestlife-vjt6v4,Bestlife,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-bigben-wwlb57,Bigben,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-bixolon-pwcs19,Bixolon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-bmx-1fn1,Bmx,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-booklite-y8fak7,Booklite,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-braun-12dah6,Braun,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-brcd-18k41,Brcd,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-brinno-x1kzkm,Brinno,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-brita-12dgdi,Brita,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-brocade-u0lbz2,Brocade,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-brodit-x1olyo,Brodit,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-brother-u0wbz4,Brother,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-c-tech-wgvmxs,C-tech,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-canon-12mhsf,Canon,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-captivate-7god4z,Captivate,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cardpresso-dm1m4k,Cardpresso,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-carneo-x9fujo,Carneo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-casio-12mlcr,Casio,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cherry-xd275l,Cherry,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-chieftec-seppzh,Chieftec,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-chipolo-v5mtve,Chipolo,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-chiq-18zu5,Chiq,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-chladiaca-mlnz4,Chladiaca,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-chladiaci-mlnyw,Chladiaci,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cipherlab-j7j0ci,Cipherlab,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-citizen-uinpvc,Citizen,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-clictronic-oo2uoq,Clictronic,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cloudx-xfftab,Cloudx,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-club3d-xfj7xj,Club3d,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cohesity-bdjxr0,Cohesity,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-colormetrics-sgeko0,Colormetrics,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-commvault-8o4ubq,Commvault,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-corel-12vibx,Corel,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-coreparts-75cept,Coreparts,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-corometrics-cp9x3u,Corometrics,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cosori-xh5mvz,Cosori,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-coteci-xh623n,Coteci,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-creative-v6bidr,Creative,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-csb-1gia,Csb,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cubetto-p437uu,Cubetto,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cvlt-19aaj,Cvlt,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-cyberpower-uxrlv0,Cyberpower,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-d-link-wx7t37,D-Link,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dahua-13662f,Dahua,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-datalgic-uo2hsv,Datalgic,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-datalogic-rbtot0,Datalogic,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-delkin-xskr9h,Delkin,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dell-cal-epzy40,Dell_cal,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dell-downgrade-kit-ms-ws2025-fndg6z,Dell_downgrade_kit_ms_ws2025,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dell-rok-add-microsoft-ws-datacenter-2025-5b7hgc,Dell_rok_add_microsoft_ws_datacenter_2025,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dell-rok-add-microsoft-ws-standard-2025-add-b8kxxc,Dell_rok_add_microsoft_ws_standard_2025_add,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dell-rok-microsoft-windows-9u10rn,Dell_rok_microsoft_windows,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dell-rok-microsoft-windows-server-bfmko1,Dell_rok_microsoft_windows_server,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-dell-rok-microsoft-windows-server-datacenter-2025-16-cb7sn7,Dell_rok_microsoft_windows_server_datacenter_2025_16,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-desq-19ku7,Desq,,,,,,,,,UNVERIFIED_CANDIDATE,50,"Plausible name, but no authoritative verification evidence available",
manufacturer-detektor-ieqdwe,Detektor,,,,,,,,,JUNK_DATA,50,"Plausible name, but no authoritative verification evidence available",
